timestamp,ssid,bssid,level,frequency
1780237764830,MCSLab RTT AP3,b0:e4:d5:88:16:86,-36,5745
1780237764830,SSCAS,10:7c:61:db:e2:28,-73,2437
1780237764830,CPE5G_5G140,00:1f:05:11:a0:a6,-87,5700
1780237764830,DBSE-92517,d8:ec:5e:dc:62:f8,-92,2432
1780237764830,SSCAS_HS,e8:9c:25:89:c2:28,-66,2457
1780237764830,IDBA_WIFI_Black8_5G,b4:b0:24:71:a3:7a,-83,5765
1780237764830,SSCAS_HS,e8:9c:25:89:c2:2c,-57,5805
1780237764830,IDBA_BigRoom_5G-1,92:28:aa:80:a3:9d,-71,5260
1780237764830,wanglab,f0:2f:74:c7:d5:4c,-77,5805
1780237764830,MCSLab RTT AP1,24:29:34:e2:4c:36,-31,5180
1780237764830,,1c:d1:e0:cc:b5:29,-89,5320
1780237764830,DBSE-92517,d8:ec:5e:dc:62:fa,-88,5765
1780237764830,IDBA_BigRoom,72:28:aa:80:a3:99,-57,2427
1780237764830,,14:84:73:45:16:69,-92,5680
1780237764830,,cc:28:aa:80:a3:98,-58,2427
1780237764830,IDBA_BigRoom_5G-2,b2:28:aa:80:a3:a1,-80,5500
1780237764830,CatsLab-6F,54:af:97:89:9c:b3,-67,2432
1780237764830,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,5745
1780237764830,CatsLab-6F,54:af:97:89:9c:b2,-83,5785
1780237764830,,cc:28:aa:80:a3:9c,-70,5260
1780237764830,,1c:d1:e0:ce:60:e4,-92,2462
1780237764830,MCSLab RTT AP3,e4:5e:1b:a0:5e:82,-49,2412
1780237764830,,1c:d1:e0:ce:60:e6,-90,2462
1780237764830,MCSLAB_2.4G,50:64:2b:9c:86:f1,-41,2412
1780237764830,MCSLAB_5G,50:64:2b:9c:86:f2,-35,5785
1780237764830,PHY,40:86:cb:d8:48:50,-69,5200
1780237764830,PHY,40:86:cb:d8:48:52,-71,2422
1780237764830,NCKUEE-WiFi,1c:d1:e0:cc:b5:2e,-89,5320
1780237764830,T13VWF,e0:d3:62:8c:91:6b,-91,5745
1780237764830,MCSLab RTT AP1,24:29:34:e2:4c:3a,-33,2462
1780237764830,eduroam,1c:d1:e0:cc:b5:2f,-90,5320
1780237764830,NCKUEE-Guest,1c:d1:e0:cc:b5:2c,-89,5320
1780237764830,NCKU-WiFi(5G),1c:d1:e0:cc:b5:2a,-89,5320
1780237764830,,1c:d1:e0:cc:b5:2b,-89,5320
1780237764830,SmileLab92583,08:62:66:40:be:50,-66,2427
1780237764830,MCSLab RTT AP3,b0:e4:d5:88:16:8a,-45,2462
1780237764830,,cc:28:aa:80:a3:a0,-80,5500
1780237764830,NCKUEE-WiFi,14:84:73:45:16:6e,-93,5680
1780237764830,idba_asus,c8:7f:54:74:1d:58,-68,2427
1780237764830,SmileLab92583,08:62:66:40:be:54,-74,5745
1780237764830,,76:af:97:89:9c:b3,-68,2432
1780237764830,NETGEAR74-5G,6c:cd:d6:ef:6b:32,-80,5220
1780237774276,MCSLab RTT AP3,b0:e4:d5:88:16:86,-26,5745
1780237774276,Netgear-crestron,c8:9e:43:0b:0f:90,-93,5220
1780237774276,NCKU-WiFi(5G),14:84:73:45:16:6a,-90,5680
1780237774276,,14:84:73:45:16:6b,-92,5680
1780237774276,IDBA_WIFI_Black8_5G,b4:b0:24:71:a3:7a,-83,5765
1780237774276,ITlab,80:80:2c:38:21:98,-83,5540
1780237774276,SSCAS_HS,e8:9c:25:89:c2:2c,-57,5805
1780237774276,wanglab,f0:2f:74:c7:d5:4c,-70,5805
1780237774276,IDBA_BigRoom_5G-1,92:28:aa:80:a3:9d,-70,5260
1780237774276,Xiaomi_2286,50:64:2b:c8:22:87,-71,2447
1780237774276,SSCAS,12:7c:61:db:e2:28,-76,5745
1780237774276,MCSLab RTT AP1,24:29:34:e2:4c:36,-49,5180
1780237774276,,1c:d1:e0:cc:b5:29,-91,5320
1780237774276,DBSE-92517,d8:ec:5e:dc:62:fa,-92,5765
1780237774276,,14:84:73:45:16:69,-90,5680
1780237774276,IDBA_BigRoom_5G-2,b2:28:aa:80:a3:a1,-77,5500
1780237774276,NETGEAR82-5G,6c:cd:d6:e1:33:82,-86,5220
1780237774276,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,5745
1780237774276,,cc:28:aa:80:a3:9c,-70,5260
1780237774276,MCSLab RTT AP3,e4:5e:1b:a0:5e:82,-58,2412
1780237774276,MCSLAB_2.4G,50:64:2b:9c:86:f1,-28,2412
1780237774276,MCSLAB_5G,50:64:2b:9c:86:f2,-34,5785
1780237774276,PHY,40:86:cb:d8:48:50,-69,5200
1780237774276,NCKUEE-WiFi,1c:d1:e0:cc:b5:2e,-89,5320
1780237774276,MCSLab RTT AP1,24:29:34:e2:4c:3a,-47,2462
1780237774276,eduroam,1c:d1:e0:cc:b5:2f,-90,5320
1780237774276,NCKUEE-Guest,1c:d1:e0:cc:b5:2c,-90,5320
1780237774276,NCKU-WiFi(5G),1c:d1:e0:cc:b5:2a,-90,5320
1780237774276,,1c:d1:e0:cc:b5:2b,-90,5320
1780237774276,SmileLab92583,08:62:66:40:be:50,-71,2427
1780237774276,NCKUEE-Guest,14:84:73:45:16:6c,-91,5680
1780237774276,MCSLab RTT AP3,b0:e4:d5:88:16:8a,-27,2462
1780237774276,,cc:28:aa:80:a3:a0,-77,5500
1780237774276,NCKUEE-WiFi,14:84:73:45:16:6e,-92,5680
1780237774276,SmileLab92583,08:62:66:40:be:54,-69,5745
1780237774276,eduroam,14:84:73:45:16:6f,-91,5680
1780237774276,Delta-Guest,70:b3:17:41:b7:cd,-88,5580
1780237774276,Delta-IoT,70:b3:17:41:b7:cf,-88,5580
1780237774276,NCKUEE-Guest,1c:d1:e0:ce:60:ec,-91,5580
1780237774276,NCKUEE-WiFi,1c:d1:e0:ce:60:ee,-90,5580
1780237774276,eduroam,1c:d1:e0:ce:60:ef,-90,5580
1780237783559,MCSLab RTT AP3,b0:e4:d5:88:16:86,-31,5745
